Keyword,Name,Rating,Review_count,Price_range,Category,Address,Latitude,Longitude,Current_status,Next_status,Website,Scraped_at,Telephone,Tags,Detail_URL
Auto body shop philladelphia,Pro Team Collision,4.9,307,,Auto body shop,378 Crooked Ln,40.0930726,-75.3451387,Closes soon,5 PMOpens 8 AM Thu,/aclk?sa=l&ai=DChcSEwioz-ugzeCEAxXGbX8AHZ0CBOYYABAAGgJvYQ&gclid=EAIaIQobChMIqM_roM3ghAMVxm1_AB2dAgTmEBAYASAAEgKYcvD_BwE&sig=AOD64_3UnYu17Y4Oy6mknorPv410ngVMiQ&adurl&q&ctype=99,2024-03-06 15:42:01,(610) 277-2544,,https://www.google.com/maps/place/Pro+Team+Collision/data=!4m7!3m6!1s0x89c695f71ab74a41:0x3e2e2e9401bc0289!8m2!3d40.0930726!4d-75.3451387!16s%2Fg%2F1tg87m04!19sChIJQUq3GveVxokRiQK8AZQuLj4?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,PACIFICO. MARPLE LINCOLN,4.9,25,,Lincoln dealer,3015 West Chester Pike,39.984332,-75.3750075,Open,Closes 8 PM,/aclk?sa=l&ai=DChcSEwioz-ugzeCEAxXGbX8AHZ0CBOYYABABGgJvYQ&gclid=EAIaIQobChMIqM_roM3ghAMVxm1_AB2dAgTmEBAYAiAAEgJrS_D_BwE&sig=AOD64_3D5KHyXBABt7ugp03at2YJKUzh6A&adurl&q&ctype=99,2024-03-06 15:42:02,(844) 842-1993," 
In-store shopping
·
In-store pickup
·
Delivery",https://www.google.com/maps/place/PACIFICO.+MARPLE+LINCOLN/data=!4m7!3m6!1s0x89c6ea58346aaaab:0x8313f7e08ff72f5c!8m2!3d39.984332!4d-75.3750075!16s%2Fg%2F11s52yj9zr!19sChIJq6pqNFjqxokRXC_3j-D3E4M?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Rocco's Collision Center,4.6,208,,Auto body shop,806 Reed St,39.9315709,-75.1583468,Closes soon,5:30 PMOpens 7:30 AM Thu,https://www.roccoscollision.com/reed-st-phil/,2024-03-06 15:42:03,(215) 334-3244,,https://www.google.com/maps/place/Rocco%27s+Collision+Center/data=!4m7!3m6!1s0x89c6c61c45185699:0xacfd7e4f7849c949!8m2!3d39.9315709!4d-75.1583468!16s%2Fg%2F1vfzg39f!19sChIJmVYYRRzGxokRSclJeE9-_aw?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,K & A Auto Body Shop,4.6,194,,Auto body shop,429 S 61st St,39.9546869,-75.2440033,Closes soon,5 PMOpens 8 AM Thu,https://www.kandaautobodyshop.com/,2024-03-06 15:42:04,(215) 476-9299,,https://www.google.com/maps/place/K+%26+A+Auto+Body+Shop/data=!4m7!3m6!1s0x89c6c7a5b1f6e203:0xfa9935eaa188a876!8m2!3d39.9546869!4d-75.2440033!16s%2Fg%2F1tjyvkhm!19sChIJA-L2saXHxokRdqiIoeo1mfo?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,A.O.K. Auto Body & Glass,4.8,134,,Auto body shop,1330 Washington Ave,39.9375864,-75.1658468,Open,Closes 6 PM,http://aokautobody.net/,2024-03-06 15:42:06,(215) 465-4300,,https://www.google.com/maps/place/A.O.K.+Auto+Body+%26+Glass/data=!4m7!3m6!1s0x89c6c61827cca287:0x34380f8b626af3f1!8m2!3d39.9375864!4d-75.1658468!16s%2Fg%2F1thlp0k3!19sChIJh6LMJxjGxokR8fNqYosPODQ?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Sam's Autobody Collision Center,4.8,41,,Auto body shop,4048 G St,40.0105886,-75.1133328,Closes soon,5 PMOpens 9 AM Thu,,2024-03-06 15:42:07,(215) 425-6000,,https://www.google.com/maps/place/Sam%27s+Autobody+Collision+Center/data=!4m7!3m6!1s0x89c6b7ca2cf9a259:0x470d292ada45a317!8m2!3d40.0105886!4d-75.1133328!16s%2Fg%2F1tdzbch3!19sChIJWaL5LMq3xokRF6NF2iopDUc?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Nasim Auto and Collision,4.6,120,,Auto body shop,615 W Fisher Ave,40.0324995,-75.1339554,Open,Closes 6 PM,http://businessfinder.pennlive.com/nasim-auto-collision-philadelphia-pa.html,2024-03-06 15:42:08,(215) 324-9500,,https://www.google.com/maps/place/Nasim+Auto+and+Collision/data=!4m7!3m6!1s0x89c6b79f1daa733b:0x71d56804266c6792!8m2!3d40.0324995!4d-75.1339554!16s%2Fg%2F1pt_367sg!19sChIJO3OqHZ-3xokRkmdsJgRo1XE?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Len's Auto Body,4.7,48,,Auto body shop,4819 Cottman Ave,40.0281545,-75.0338071,Open,Closes 6:30 PM,https://www.lensautobody.net/,2024-03-06 15:42:09,(215) 333-8177,,https://www.google.com/maps/place/Len%27s+Auto+Body/data=!4m7!3m6!1s0x89c6b4496e854c17:0x6b63d03b0759e02e!8m2!3d40.0281545!4d-75.0338071!16s%2Fg%2F1th7nvtz!19sChIJF0yFbkm0xokRLuBZBzvQY2s?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Liberty Collision Center,4.7,84,,Auto body shop,117 Richmond St,39.9665895,-75.1336367,Closes soon,5 PMOpens 8 AM Thu,http://libertycollision.center/,2024-03-06 15:42:11,(215) 634-5331,,https://www.google.com/maps/place/Liberty+Collision+Center/data=!4m7!3m6!1s0x89c6c868676a72c1:0x9328550c8db1de43!8m2!3d39.9665895!4d-75.1336367!16s%2Fg%2F1tk_kp10!19sChIJwXJqZ2jIxokRQ96xjQxVKJM?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Caliber Collision,4.8,570,,Auto body shop,2052 Washington Ave,39.938984,-75.177714,Closes soon,5:30 PMOpens 7:30 AM Thu,https://www.caliber.com/find-a-location/center-city-south?utm_source=google&utm_medium=gbp-profile&utm_campaign=collision,2024-03-06 15:42:12,(215) 545-9969,,https://www.google.com/maps/place/Caliber+Collision/data=!4m7!3m6!1s0x89c6c66ad27b5755:0x7cad66bf8564eac5!8m2!3d39.938984!4d-75.177714!16s%2Fg%2F1thmlz02!19sChIJVVd70mrGxokRxepkhb9mrXw?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Liberty Auto Body,5.0,131,,Auto body shop,1616 McKean St,39.9260522,-75.1735079,Closes soon,5 PMOpens 9 AM Thu,,2024-03-06 15:42:13,(215) 271-9420,,https://www.google.com/maps/place/Liberty+Auto+Body/data=!4m7!3m6!1s0x89c6c60c12cab8eb:0x142d146726c66fe3!8m2!3d39.9260522!4d-75.1735079!16s%2Fg%2F1tjwjp_d!19sChIJ67jKEgzGxokR42_GJmcULRQ?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Nigro's Auto Body Repair,4.5,269,,Auto repair shop,939 Washington Ave,39.9368238,-75.159543,Closes soon,5 PMOpens 8:30 AM Thu,http://phillyautobody.com/,2024-03-06 15:42:14,(215) 925-4520,,https://www.google.com/maps/place/Nigro%27s+Auto+Body+Repair/data=!4m7!3m6!1s0x89c6c61f3a966c9f:0x608e4c34653a7c8f!8m2!3d39.9368238!4d-75.159543!16s%2Fg%2F1thl_dby!19sChIJn2yWOh_GxokRj3w6ZTRMjmA?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Fairmount Auto Body N Fender,4.5,42,,Auto body shop,715 N 42nd St,39.9652587,-75.2072424,Closes soon,5 PMOpens 9 AM Thu,,2024-03-06 15:42:16,(215) 240-7592,,https://www.google.com/maps/place/Fairmount+Auto+Body+N+Fender/data=!4m7!3m6!1s0x89c6c7020189f0a1:0xc772a1a9cbfa0f9!8m2!3d39.9652587!4d-75.2072424!16s%2Fg%2F1pp2tv9ln!19sChIJofCJAQLHxokR-aC_nBoqdww?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Basil's Auto Body,3.7,23,,Auto body shop,1645 Washington Ave,39.9385787,-75.1713653,Closes soon,5 PMOpens 8 AM Thu,http://usaautobody.net/,2024-03-06 15:42:17,(215) 735-2199,,https://www.google.com/maps/place/Basil%27s+Auto+Body/data=!4m7!3m6!1s0x89c6c616721d7a83:0x26396a30cb0fd413!8m2!3d39.9385787!4d-75.1713653!16s%2Fg%2F1v7tmb8t!19sChIJg3odchbGxokRE9QPyzBqOSY?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Provision Collision,4.7,73,,Auto body shop,2536 Castor Ave #5542,39.9924234,-75.0930112,Open,Closes 6 PM,,2024-03-06 15:42:18,(267) 752-1037,,https://www.google.com/maps/place/Provision+Collision/data=!4m7!3m6!1s0x89c6b627abb1f653:0xefc3a4c013f96547!8m2!3d39.9924234!4d-75.0930112!16s%2Fg%2F1tcwgys7!19sChIJU_axqye2xokRR2X5E8Ckw-8?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Caliber Collision,4.7,661,,Auto body shop,2609 E York St,39.976369,-75.1221633,Closes soon,5:30 PMOpens 7:30 AM Thu,https://www.caliber.com/find-a-location/philadelphia-york-st?utm_source=google&utm_medium=gbp-profile&utm_campaign=collision,2024-03-06 15:42:19,(267) 239-5373,,https://www.google.com/maps/place/Caliber+Collision/data=!4m7!3m6!1s0x89c6c83854b09627:0x2def8d8aacef46a6!8m2!3d39.976369!4d-75.1221633!16s%2Fg%2F11c2qywlhj!19sChIJJ5awVDjIxokRpkbvrIqN7y0?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Auto Specialties of Philadelphia,4.8,67,,Auto body shop,7972 Rockwell Ave,40.0742174,-75.0833761,Open,Closes 7 PM,https://www.autospecialtiesphilly.com/,2024-03-06 15:42:21,(215) 342-0747,,https://www.google.com/maps/place/Auto+Specialties+of+Philadelphia/data=!4m7!3m6!1s0x89c6b149ba3758c1:0xc295aaedbf8cf300!8m2!3d40.0742174!4d-75.0833761!16s%2Fg%2F1tdzxp8g!19sChIJwVg3ukmxxokRAPOMv-2qlcI?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Rocco's Collision Center,4.5,147,,Auto body shop,1021 Snyder Ave,39.9238476,-75.1635722,Closes soon,5:30 PMOpens 7:30 AM Thu,https://www.roccoscollision.com/snyder-ave-phil/,2024-03-06 15:42:22,(215) 334-3444,,https://www.google.com/maps/place/Rocco%27s+Collision+Center/data=!4m7!3m6!1s0x89c6c6067ec248ad:0xb8a5a7fcd4bd1275!8m2!3d39.9238476!4d-75.1635722!16s%2Fg%2F1tdzs2l_!19sChIJrUjCfgbGxokRdRK91Pynpbg?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Handcraft Auto Body INC,4.8,126,,Auto body shop,1828 Buckius St,40.0046004,-75.0976873,Closes soon,5 PMOpens 8:30 AM Thu,https://www.handcraftautobody.com/,2024-03-06 15:42:23,(215) 288-5750,,https://www.google.com/maps/place/Handcraft+Auto+Body+INC/data=!4m7!3m6!1s0x89c6b630f6927cf9:0xddad3be82bd440c4!8m2!3d40.0046004!4d-75.0976873!16s%2Fg%2F1pv02spwd!19sChIJ-XyS9jC2xokRxEDUK-g7rd0?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Advantage Auto Body,5.0,22,,Auto body shop,9851 Northeast Ave,40.1001401,-75.0274189,Open,Closes 7 PM,,2024-03-06 15:42:24,(215) 969-3800,,https://www.google.com/maps/place/Advantage+Auto+Body/data=!4m7!3m6!1s0x89c6b3b292a3bdf5:0x9d24c6497b5cf685!8m2!3d40.1001401!4d-75.0274189!16s%2Fg%2F1tfs20bd!19sChIJ9b2jkrKzxokRhfZce0nGJJ0?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Auto Body Philadelphia,3.7,3,,Auto body shop,"8305 Torresdale Avenue Suite C ""Rear Shop:, 8305 Torresdale Ave",40.0390347,-75.0172807,Open 24 hours,,http://www.autobodyphiladelphia.com/,2024-03-06 15:42:26,(267) 332-5788,,https://www.google.com/maps/place/Auto+Body+Philadelphia/data=!4m7!3m6!1s0x89c6b5155ede3f0f:0x69fbd1cb14889995!8m2!3d40.0390347!4d-75.0172807!16s%2Fg%2F11mvsm3m_j!19sChIJDz_eXhW1xokRlZmIFMvR-2k?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Roxy Auto Body Inc.,4.5,90,,Auto body shop,7729 Winston Rd,40.0692432,-75.1970259,Closes soon,5 PMOpens 8 AM Thu,http://roxyautobody.com/,2024-03-06 15:42:27,(215) 242-2111,,https://www.google.com/maps/place/Roxy+Auto+Body+Inc./data=!4m7!3m6!1s0x89c6b99c26a7e039:0x4b0be5242ddca4fe!8m2!3d40.0692432!4d-75.1970259!16s%2Fg%2F1tgz1k0m!19sChIJOeCnJpy5xokR_qTcLSTlC0s?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,DeGovanni Collision Experts,4.7,203,,Auto body shop,5104 Umbria St,40.0375544,-75.2390406,Closes soon,5 PMOpens 8 AM Thu,http://degovanniscollision.com/,2024-03-06 15:42:29,(215) 483-0935," 
""... streets of Philadelphia, and DeGovanni's crew made it look great!""
 
BOOK ONLINE",https://www.google.com/maps/place/DeGovanni+Collision+Experts/data=!4m7!3m6!1s0x89c6b8cfacd1f18f:0xd6a12bedd084842b!8m2!3d40.0375544!4d-75.2390406!16s%2Fg%2F1w2y_dhn!19sChIJj_HRrM-4xokRK4SE0O0rodY?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Alex's Auto Body,4.2,50,,Auto body shop,1120 S Broad St,39.9371607,-75.1674454,Closed,Opens 8:30 AM Thu,,2024-03-06 15:42:31,(215) 772-0800," 
""Living here in Philadelphia""",https://www.google.com/maps/place/Alex%27s+Auto+Body/data=!4m7!3m6!1s0x89c6c6179d545d1f:0xc3e897eb30ba799a!8m2!3d39.9371607!4d-75.1674454!16s%2Fg%2F1thx9l3n!19sChIJH11UnRfGxokRmnm6MOuX6MM?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Auto Show Collision Center,4.6,45,,Auto body shop,932 Reed St,39.9318675,-75.1605609,Closed,Opens 8 AM Thu,http://www.autoshowcollision.com/,2024-03-06 15:42:32,(215) 463-1755,,https://www.google.com/maps/place/Auto+Show+Collision+Center/data=!4m7!3m6!1s0x89c6c61b88f36409:0xe628bad232cca0e6!8m2!3d39.9318675!4d-75.1605609!16s%2Fg%2F1tlbkjhz!19sChIJCWTziBvGxokR5qDMMtK6KOY?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Nasim Auto and Collision,4.6,120,,Auto body shop,615 W Fisher Ave,40.0324995,-75.1339554,Open,Closes 6 PM,http://businessfinder.pennlive.com/nasim-auto-collision-philadelphia-pa.html,2024-03-06 15:42:33,(215) 324-9500," 
""Best Mechanic in all of Philadelphia! He is very ...""",https://www.google.com/maps/place/Nasim+Auto+and+Collision/data=!4m7!3m6!1s0x89c6b79f1daa733b:0x71d56804266c6792!8m2!3d40.0324995!4d-75.1339554!16s%2Fg%2F1pt_367sg!19sChIJO3OqHZ-3xokRkmdsJgRo1XE?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Caliber Collision,4.6,313,,Auto body shop,4436 Market St,39.9580558,-75.2109394,Closes soon,5:30 PMOpens 7:30 AM Thu,https://www.caliber.com/find-a-location/university-city,2024-03-06 15:42:34,(215) 386-6450," 
""... in University City (Philadelphia) through my insurance company.""",https://www.google.com/maps/place/Caliber+Collision/data=!4m7!3m6!1s0x89c6c6fb1c552831:0xc90c8d04adea5d53!8m2!3d39.9580558!4d-75.2109394!16s%2Fg%2F1tdxlv7j!19sChIJMShVHPvGxokRU13qrQSNDMk?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Classic Body Worx,4.6,121,,Auto body shop,9902 Bustleton Ave,40.0985388,-75.0308566,Closes soon,5 PMOpens 8 AM Thu,https://www.classicbodyworx.com/,2024-03-06 15:42:36,(215) 676-3800,,https://www.google.com/maps/place/Classic+Body+Worx/data=!4m7!3m6!1s0x89c6b3b3f1f9c85b:0xcda3acef2346e1c6!8m2!3d40.0985388!4d-75.0308566!16s%2Fg%2F1tdry84n!19sChIJW8j58bOzxokRxuFGI--so80?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Hollywood Collision,4.6,131,,Auto body shop,4831 Duffield St,40.0168714,-75.0793351,Closes soon,5 PMOpens 8 AM Thu,,2024-03-06 15:42:37,(267) 668-8149," 
""Hands down, the best auto repair shop in Philly!""",https://www.google.com/maps/place/Hollywood+Collision/data=!4m7!3m6!1s0x89c6b668c8a12fc7:0xf1fd105d31073ab1!8m2!3d40.0168714!4d-75.0793351!16s%2Fg%2F11bxg3kq9p!19sChIJxy-hyGi2xokRsToHMV0Q_fE?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Roxy Auto Body Inc.,4.5,90,,Auto body shop,7729 Winston Rd,40.0692432,-75.1970259,Closes soon,5 PMOpens 8 AM Thu,http://roxyautobody.com/,2024-03-06 15:42:38,(215) 242-2111,,https://www.google.com/maps/place/Roxy+Auto+Body+Inc./data=!4m7!3m6!1s0x89c6b99c26a7e039:0x4b0be5242ddca4fe!8m2!3d40.0692432!4d-75.1970259!16s%2Fg%2F1tgz1k0m!19sChIJOeCnJpy5xokR_qTcLSTlC0s?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Len's Auto Body,4.7,48,,Auto body shop,4819 Cottman Ave,40.0281545,-75.0338071,Open,Closes 6:30 PM,https://www.lensautobody.net/,2024-03-06 15:42:39,(215) 333-8177,,https://www.google.com/maps/place/Len%27s+Auto+Body/data=!4m7!3m6!1s0x89c6b4496e854c17:0x6b63d03b0759e02e!8m2!3d40.0281545!4d-75.0338071!16s%2Fg%2F1th7nvtz!19sChIJF0yFbkm0xokRLuBZBzvQY2s?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Crash Champions Collision Repair,4.6,253,,Auto body shop,6201 Oxford Ave,40.0424845,-75.0878998,Closes soon,5 PMOpens 8 AM Thu,https://crashchampions.com/locations/crash-champions-oxford-ave,2024-03-06 15:42:40,(215) 535-6606," 
""The employees are awesome especially in philadelphia area""",https://www.google.com/maps/place/Crash+Champions+Collision+Repair/data=!4m7!3m6!1s0x89c6b6edb5865e79:0xc7a7ba5e5bbf4b61!8m2!3d40.0424845!4d-75.0878998!16s%2Fg%2F1tfzswh1!19sChIJeV6Gte22xokRYUu_W166p8c?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,"Mike's Auto Body & Repair, Inc.",4.5,104,,Auto body shop,7116 Castor Ave,40.0487651,-75.0688668,Closed,Opens 8 AM Thu,http://www.mikesautobodyphilly.com/,2024-03-06 15:42:42,(215) 342-3179," 
""... I will recommend this auto shop to everybody in Philadelphia, ...""","https://www.google.com/maps/place/Mike%27s+Auto+Body+%26+Repair,+Inc./data=!4m7!3m6!1s0x89c6b6a243f2c971:0xd3ae985ad1d5ca9!8m2!3d40.0487651!4d-75.0688668!16s%2Fg%2F11b5z_cqf8!19sChIJccnyQ6K2xokRqVwdrYXpOg0?authuser=0&hl=en&rclk=1"
Auto body shop philladelphia,Central City's Auto Body,4.6,50,,Auto body shop,3387 Richmond St,39.9850349,-75.0965042,Closes soon,5 PMOpens 8:30 AM Thu,https://central-citys-auto-body.business.site/,2024-03-06 15:42:43,(215) 413-2900,,https://www.google.com/maps/place/Central+City%27s+Auto+Body/data=!4m7!3m6!1s0x89c6c9d0ae12789b:0xf889d9dbbc39c4ae!8m2!3d39.9850349!4d-75.0965042!16s%2Fg%2F1260wzz19!19sChIJm3gSrtDJxokRrsQ5vNvZifg?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Body Beautiful Collision Center,4.7,62,,Auto body shop,4726 Hellerman St,40.0217377,-75.0496382,Closes soon,5 PMOpens 7 AM Thu,http://bodybeautifulcollisioncenter.com/,2024-03-06 15:42:44,(215) 333-2121,,https://www.google.com/maps/place/Body+Beautiful+Collision+Center/data=!4m7!3m6!1s0x89c6b5d279afff8b:0x227936d4b78f9ca3!8m2!3d40.0217377!4d-75.0496382!16s%2Fg%2F1v5k3zx6!19sChIJi_-vedK1xokRo5yPt9Q2eSI?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,DeSimone Auto Body INC.,4.1,36,,Auto body shop,518 N 2nd St,39.959764,-75.141994,Closes soon,5 PMOpens 8 AM Thu,http://thebodyshopcentercity.com/,2024-03-06 15:42:46,(215) 744-6400,,https://www.google.com/maps/place/DeSimone+Auto+Body+INC./data=!4m7!3m6!1s0x89c6c8633e8e7edd:0x4f3cc35ad15d0b61!8m2!3d39.959764!4d-75.141994!16s%2Fg%2F11b75l3xqn!19sChIJ3X6OPmPIxokRYQtd0VrDPE8?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Pro Auto Body Collision,4.3,60,,Auto body shop,1408 N 50th St,39.9749205,-75.2228477,Closes soon,5 PMOpens 9 AM Thu,,2024-03-06 15:42:47,(215) 596-5113,,https://www.google.com/maps/place/Pro+Auto+Body+Collision/data=!4m7!3m6!1s0x89c6c7185c52104b:0x52e990c75db638db!8m2!3d39.9749205!4d-75.2228477!16s%2Fg%2F1tjh0b1w!19sChIJSxBSXBjHxokR2zi2XceQ6VI?authuser=0&hl=en&rclk=1
Auto body shop philladelphia,Urban Collision,4.8,33,,Auto body shop,1717 S 25th St,39.9307672,-75.1867594,Closes soon,5 PMOpens 8 AM Thu,http://urbancollision.com/,2024-03-06 15:42:48,(215) 551-9440," 
""Top notch. Better than any of the South Philadelphia shops by far.""",https://www.google.com/maps/place/Urban+Collision/data=!4m7!3m6!1s0x89c6c671b5581509:0x4e428e5484556e79!8m2!3d39.9307672!4d-75.1867594!16s%2Fg%2F1tw1fstg!19sChIJCRVYtXHGxokReW5VhFSOQk4?authuser=0&hl=en&rclk=1
